id,created_at,owner_id,name,email,phone,segment,industry,first_touch_channel,last_touch_channel,crm_account_id
194,2022-04-05T04:01:24Z,194,Faunie Farris,ffarris5d@state.tx.us,632-789-9253,segment4,n/a,channel4,channel4,194
195,2022-05-15T20:03:21Z,195,Charlean Ogelbe,cogelbe5e@linkedin.com,304-248-1362,segment2,Other Specialty Stores,channel4,channel2,195
196,2022-11-12T03:42:19Z,196,Cyb Durdan,cdurdan5f@123-reg.co.uk,593-536-9284,segment3,Major Pharmaceuticals,channel1,channel1,196
197,2022-03-12T09:55:11Z,197,Ronnie Whittington,rwhittington5g@mozilla.org,127-454-1532,segment2,Marine Transportation,channel4,channel2,197
198,2022-07-09T20:14:39Z,198,Franciskus Birden,fbirden5h@instagram.com,455-122-1019,segment3,Natural Gas Distribution,channel4,channel4,198
199,2022-08-24T16:50:54Z,199,Chen Reneke,creneke5i@prlog.org,938-140-9014,segment3,Real Estate Investment Trusts,channel2,channel3,199
200,2023-01-21T19:33:21Z,200,Maris Ellif,mellif5j@biblegateway.com,210-469-9308,segment1,Electrical Products,channel4,channel4,200
201,2022-04-25T09:54:13Z,201,Rhianon Blaby,rblaby5k@prweb.com,618-675-8417,segment4,Coal Mining,channel1,channel2,201
202,2022-05-12T23:32:28Z,202,Michele Anstey,manstey5l@surveymonkey.com,156-334-0672,segment1,Business Services,channel2,channel1,202
203,2022-03-13T12:53:23Z,203,Nikolaus Goody,ngoody5m@cnet.com,131-511-2612,segment3,Major Banks,channel1,channel2,203
204,2022-11-26T03:40:00Z,204,Tricia Sinnie,tsinnie5n@printfriendly.com,508-473-3325,segment2,Telecommunications Equipment,channel2,channel3,204
205,2022-05-23T08:56:42Z,205,Ines Cullotey,icullotey5o@hp.com,730-197-9414,segment3,Real Estate Investment Trusts,channel2,channel5,205
206,2022-09-28T13:07:56Z,206,Barbee Jacson,bjacson5p@yolasite.com,780-239-5295,segment2,Business Services,channel5,channel1,206
207,2022-10-09T09:26:11Z,207,Anne-corinne Yanov,ayanov5q@wordpress.org,755-201-6382,segment3,Real Estate,channel2,channel3,207
208,2023-02-07T05:15:20Z,208,Tiffani Morando,tmorando5r@omniture.com,851-478-0725,segment1,EDP Services,channel4,channel4,208
209,2022-07-05T14:57:21Z,209,Afton Coarser,acoarser5s@reverbnation.com,138-677-2482,segment1,n/a,channel4,channel1,209
210,2023-01-16T05:27:23Z,210,Damita Mordacai,dmordacai5t@ezinearticles.com,203-614-8708,segment2,Industrial Specialties,channel1,channel1,210
211,2022-09-04T03:12:41Z,211,Nerti Presnall,npresnall5u@i2i.jp,192-651-0101,segment4,Apparel,channel5,channel2,211
212,2022-04-12T04:11:41Z,212,Keri Becom,kbecom5v@bbb.org,491-530-1524,segment2,n/a,channel1,channel1,212
213,2022-04-22T23:04:47Z,213,Catlee Haysey,chaysey5w@nyu.edu,566-580-8653,segment1,Biotechnology: Laboratory Analytical Instruments,channel2,channel4,213
214,2022-10-12T04:54:25Z,214,Laurent Dowda,ldowda5x@tumblr.com,262-590-5644,segment1,Real Estate Investment Trusts,channel5,channel4,214
215,2022-10-28T00:01:36Z,215,Herby Sustin,hsustin5y@de.vu,895-361-8533,segment1,Oil/Gas Transmission,channel3,channel2,215
216,2022-05-10T21:39:23Z,216,Deck Redler,dredler5z@ovh.net,219-153-9223,segment1,Major Pharmaceuticals,channel1,channel2,216
217,2023-01-21T18:18:21Z,217,Lilli Moncrieffe,lmoncrieffe60@booking.com,279-709-6241,segment3,n/a,channel1,channel3,217
218,2022-07-25T14:05:44Z,218,Pat Lamkin,plamkin61@bravesites.com,967-606-6334,segment4,n/a,channel2,channel1,218
219,2022-07-19T11:00:04Z,219,Alf Bunton,abunton62@hubpages.com,335-714-8730,segment3,Specialty Foods,channel2,channel4,219
220,2022-10-28T16:09:24Z,220,Candice Linnemann,clinnemann63@msu.edu,703-966-8484,segment2,Medical/Dental Instruments,channel1,channel4,220
221,2022-10-13T22:57:56Z,221,Rena Janse,rjanse64@ftc.gov,798-957-1861,segment2,n/a,channel2,channel2,221
222,2022-12-07T08:42:23Z,222,Agnella Whiterod,awhiterod65@ehow.com,712-916-4342,segment1,Industrial Specialties,channel3,channel1,222
223,2022-12-13T20:22:17Z,223,Aleece Vardey,avardey66@wufoo.com,318-271-4896,segment3,Real Estate,channel2,channel4,223
224,2022-03-21T06:56:22Z,224,Rory Hurtic,rhurtic67@eventbrite.com,124-204-3672,segment1,Water Supply,channel4,channel2,224
225,2023-01-15T06:28:18Z,225,Mirabella Dymoke,mdymoke68@newyorker.com,296-964-8092,segment1,Major Pharmaceuticals,channel1,channel2,225
226,2022-05-24T12:03:04Z,226,Bree Ferrario,bferrario69@ovh.net,928-880-6496,segment1,Television Services,channel2,channel2,226
227,2022-06-22T03:37:41Z,227,Megan Curm,mcurm6a@harvard.edu,663-899-2288,segment2,Industrial Machinery/Components,channel1,channel2,227
228,2022-09-14T23:24:00Z,228,Carmina Pinkard,cpinkard6b@oaic.gov.au,821-260-3391,segment4,Major Banks,channel2,channel5,228
229,2022-12-10T05:25:51Z,229,Coletta Tourot,ctourot6c@typepad.com,447-732-2917,segment4,n/a,channel2,channel5,229
230,2022-03-23T04:26:11Z,230,Tildie Barajas,tbarajas6d@wikia.com,793-285-5379,segment4,n/a,channel1,channel3,230
231,2022-05-03T15:40:55Z,231,Zachary Toderi,ztoderi6e@timesonline.co.uk,885-624-1485,segment2,Major Chemicals,channel1,channel1,231
232,2022-06-08T07:15:55Z,232,Say Lowson,slowson6f@cyberchimps.com,529-976-7063,segment4,Natural Gas Distribution,channel1,channel5,232
233,2022-12-08T04:16:22Z,233,Friedrich Wisniowski,fwisniowski6g@time.com,159-393-3585,segment3,Real Estate Investment Trusts,channel4,channel3,233
234,2022-08-18T14:57:32Z,234,Alessandro Landy,alandy6h@oaic.gov.au,127-397-3601,segment4,Real Estate Investment Trusts,channel5,channel3,234
235,2022-05-06T18:35:30Z,235,Josephine Ambroix,jambroix6i@barnesandnoble.com,868-137-4776,segment1,Farming/Seeds/Milling,channel5,channel3,235
236,2022-06-27T10:27:13Z,236,Kev Hucke,khucke6j@bizjournals.com,478-892-7012,segment3,Marine Transportation,channel5,channel5,236
237,2022-10-17T01:38:57Z,237,Velvet McCloud,vmccloud6k@dmoz.org,906-592-4781,segment4,Biotechnology: Electromedical & Electrotherapeutic Apparatus,channel3,channel5,237
238,2022-07-11T12:07:13Z,238,Darrel Sowray,dsowray6l@reddit.com,745-541-2603,segment1,Shoe Manufacturing,channel5,channel3,238
239,2022-11-02T12:09:27Z,239,Mandy Rowaszkiewicz,mrowaszkiewicz6m@dailymail.co.uk,741-803-3349,segment4,Oil & Gas Production,channel4,channel1,239
240,2023-02-11T09:17:34Z,240,Babs Morcom,bmorcom6n@umn.edu,665-380-0458,segment3,n/a,channel5,channel3,240
241,2022-12-09T18:59:08Z,241,Ashil Jenney,ajenney6o@dailymotion.com,808-592-1339,segment1,Engineering & Construction,channel4,channel5,241
242,2023-01-09T07:39:54Z,242,Midge Greenroyd,mgreenroyd6p@berkeley.edu,183-968-5712,segment1,Paper,channel3,channel3,242
243,2022-12-11T14:38:22Z,243,Homere Tatam,htatam6q@ca.gov,712-151-7435,segment3,n/a,channel5,channel2,243
244,2023-01-12T22:58:22Z,244,Mikkel Dennington,mdennington6r@eepurl.com,523-306-0821,segment1,n/a,channel3,channel5,244
245,2022-10-09T12:15:15Z,245,Ase Corsor,acorsor6s@github.com,891-921-0900,segment2,Finance/Investors Services,channel1,channel2,245
246,2022-12-06T18:15:45Z,246,Amory Skehan,askehan6t@technorati.com,597-987-3123,segment2,Major Banks,channel3,channel2,246
247,2022-10-22T14:42:08Z,247,Kata Hully,khully6u@goodreads.com,671-578-9493,segment1,n/a,channel4,channel2,247
248,2023-01-07T22:21:16Z,248,Geneva Garbett,ggarbett6v@businessweek.com,312-964-6133,segment2,Steel/Iron Ore,channel5,channel2,248
249,2023-01-06T21:47:21Z,249,Ferdinande Orbine,forbine6w@about.me,251-139-4629,segment4,Precious Metals,channel4,channel5,249
250,2022-07-28T21:09:57Z,250,Antony Pollastrone,apollastrone6x@bizjournals.com,416-198-8267,segment4,Industrial Machinery/Components,channel2,channel2,250
251,2022-07-19T13:26:39Z,251,Susana Byrch,sbyrch6y@mapy.cz,359-125-0963,segment4,n/a,channel1,channel4,251
252,2022-11-05T19:44:01Z,252,Alano Peacock,apeacock6z@blogtalkradio.com,517-368-8768,segment2,Department/Specialty Retail Stores,channel2,channel1,252
253,2022-11-24T12:23:52Z,253,Brigham Hizir,bhizir70@ow.ly,845-538-1467,segment1,n/a,channel5,channel2,253
254,2022-06-11T17:24:40Z,254,Kitty Buckoke,kbuckoke71@yahoo.co.jp,763-326-2445,segment3,Major Banks,channel1,channel2,254
255,2022-07-06T00:07:59Z,255,Ermengarde Littledyke,elittledyke72@biglobe.ne.jp,495-907-7403,segment1,Industrial Machinery/Components,channel2,channel4,255
256,2022-02-26T16:13:53Z,256,Arnoldo Stack,astack73@ibm.com,890-246-1724,segment1,Real Estate Investment Trusts,channel4,channel2,256
257,2022-07-11T11:41:04Z,257,Waiter Arnopp,warnopp74@umich.edu,730-891-1055,segment2,Semiconductors,channel1,channel1,257
258,2022-09-19T11:37:05Z,258,Kinnie Lamborn,klamborn75@mail.ru,384-581-2427,segment1,EDP Services,channel4,channel2,258
259,2022-06-18T22:36:14Z,259,Minna Imison,mimison76@psu.edu,329-576-4514,segment1,Environmental Services,channel1,channel5,259
260,2023-02-08T17:32:03Z,260,Luca Hulstrom,lhulstrom77@wikispaces.com,484-814-6282,segment2,Major Pharmaceuticals,channel3,channel1,260
261,2022-08-02T15:34:19Z,261,Duncan Bizley,dbizley78@mapquest.com,697-424-3501,segment4,Business Services,channel3,channel5,261
262,2022-12-30T02:23:31Z,262,Sallie Kendall,skendall79@comsenz.com,295-283-3508,segment4,Major Banks,channel2,channel5,262
263,2022-07-02T01:50:16Z,263,Farand Bazely,fbazely7a@ca.gov,261-597-9730,segment1,Packaged Foods,channel2,channel2,263
264,2022-11-12T10:51:38Z,264,Adele Barrett,abarrett7b@foxnews.com,485-554-0867,segment2,Catalog/Specialty Distribution,channel2,channel1,264
265,2022-04-05T19:35:33Z,265,Odelia Water,owater7c@telegraph.co.uk,668-954-0638,segment3,Computer Software: Prepackaged Software,channel3,channel1,265
266,2022-04-10T06:12:42Z,266,Prinz Feeny,pfeeny7d@webnode.com,620-419-6371,segment4,Farming/Seeds/Milling,channel4,channel2,266
267,2022-10-06T16:54:47Z,267,Brewer Halm,bhalm7e@redcross.org,973-641-8212,segment2,n/a,channel2,channel5,267
268,2022-05-26T15:52:08Z,268,Meghann Vannuchi,mvannuchi7f@etsy.com,722-250-6240,segment2,Other Pharmaceuticals,channel1,channel2,268
269,2022-12-06T04:32:41Z,269,Damita Tomblin,dtomblin7g@nps.gov,397-653-8026,segment3,Other Specialty Stores,channel3,channel5,269
270,2022-11-17T01:55:59Z,270,Welbie Gai,wgai7h@nih.gov,405-354-4827,segment2,Major Pharmaceuticals,channel5,channel1,270
271,2022-04-20T18:49:57Z,271,Kessiah Caneo,kcaneo7i@prweb.com,926-794-5421,segment2,n/a,channel3,channel5,271
272,2023-01-30T01:05:54Z,272,Lyle Duffell,lduffell7j@e-recht24.de,664-131-9514,segment1,Broadcasting,channel2,channel3,272
273,2022-05-02T19:46:14Z,273,Evania Nolleau,enolleau7k@usda.gov,378-667-9047,segment2,Major Pharmaceuticals,channel1,channel1,273
274,2023-01-14T17:56:13Z,274,Rog Ahern,rahern7l@google.cn,125-426-6521,segment2,Major Pharmaceuticals,channel1,channel5,274
275,2022-03-19T20:57:59Z,275,Natale Limprecht,nlimprecht7m@sakura.ne.jp,820-595-1965,segment3,Industrial Specialties,channel2,channel5,275
276,2022-11-09T08:30:52Z,276,Almira Izzat,aizzat7n@skype.com,452-847-4759,segment2,Business Services,channel2,channel2,276
277,2022-06-11T07:10:07Z,277,Barnebas Antonognoli,bantonognoli7o@tiny.cc,830-891-2975,segment3,Major Banks,channel5,channel3,277
278,2022-03-26T11:19:17Z,278,Georas Redgrave,gredgrave7p@istockphoto.com,843-765-7150,segment4,Major Pharmaceuticals,channel3,channel5,278
279,2022-04-04T18:20:30Z,279,Giovanni Zavittieri,gzavittieri7q@elpais.com,650-680-9515,segment4,n/a,channel2,channel5,279
280,2022-08-21T04:35:11Z,280,Florette Conerding,fconerding7r@feedburner.com,389-256-3668,segment3,Major Chemicals,channel2,channel5,280
281,2023-01-17T14:35:58Z,281,Raimundo Kemetz,rkemetz7s@cdbaby.com,567-382-2055,segment1,n/a,channel2,channel5,281
282,2022-09-29T18:15:16Z,282,Keefer Celes,kceles7t@dropbox.com,173-712-2663,segment4,Industrial Machinery/Components,channel3,channel3,282
283,2022-03-24T18:00:48Z,283,Norman Alliker,nalliker7u@usnews.com,783-684-6461,segment2,Industrial Machinery/Components,channel1,channel4,283
284,2022-08-01T00:50:45Z,284,Lilia Tommis,ltommis7v@economist.com,372-480-9027,segment1,Ordnance And Accessories,channel3,channel4,284
285,2022-05-25T22:31:14Z,285,Feodora Bremley,fbremley7w@vimeo.com,925-372-1799,segment4,Hotels/Resorts,channel4,channel5,285
286,2023-01-31T19:44:16Z,286,Abeu Pountney,apountney7x@last.fm,686-364-9212,segment4,Real Estate Investment Trusts,channel1,channel5,286
287,2022-05-05T01:35:14Z,287,Annice Summerlad,asummerlad7y@quantcast.com,120-150-5212,segment3,Natural Gas Distribution,channel4,channel4,287
288,2022-10-25T06:18:44Z,288,Gerda Itskovitz,gitskovitz7z@icq.com,449-227-9662,segment3,Life Insurance,channel5,channel2,288
289,2022-09-16T05:51:21Z,289,Midge Pletts,mpletts80@g.co,916-650-5465,segment1,Business Services,channel1,channel1,289
290,2022-02-25T16:36:26Z,290,Estelle Rustedge,erustedge81@archive.org,405-451-8074,segment2,n/a,channel3,channel5,290
291,2022-04-23T14:38:46Z,291,Catina Bullivant,cbullivant82@51.la,741-555-8797,segment3,n/a,channel5,channel4,291
292,2022-11-26T15:11:14Z,292,Brittani Streatfield,bstreatfield83@bandcamp.com,272-632-2429,segment2,Business Services,channel4,channel2,292
293,2022-04-03T11:27:45Z,293,Britte McGrowther,bmcgrowther84@behance.net,364-186-4165,segment1,Oil & Gas Production,channel4,channel4,293
294,2022-05-18T14:02:40Z,294,Loreen Zipsell,lzipsell85@ucoz.ru,306-214-8048,segment4,n/a,channel3,channel2,294
295,2022-07-24T17:00:11Z,295,Celeste Beades,cbeades86@scribd.com,530-191-1858,segment4,n/a,channel2,channel3,295
296,2022-09-04T11:12:46Z,296,Amil Scala,ascala87@whitehouse.gov,432-730-6559,segment1,n/a,channel3,channel5,296
297,2022-03-06T23:29:06Z,297,Liv Triner,ltriner88@forbes.com,731-727-4843,segment2,Auto Parts:O.E.M.,channel1,channel1,297
298,2022-12-08T11:46:06Z,298,Morgan Standing,mstanding89@elegantthemes.com,647-224-0252,segment3,Office Equipment/Supplies/Services,channel2,channel4,298
299,2023-01-30T05:06:21Z,299,Ram Alstead,ralstead8a@chronoengine.com,877-147-5793,segment1,n/a,channel3,channel3,299
300,2023-01-28T04:09:58Z,300,Vanny Throssell,vthrossell8b@google.com.br,646-111-0507,segment1,Semiconductors,channel4,channel4,300
301,2022-12-11T06:00:47Z,301,Drusilla Groome,dgroome8c@amazonaws.com,205-956-0877,segment3,n/a,channel1,channel1,301
302,2022-11-24T06:45:29Z,302,Cale Vernazza,cvernazza8d@ftc.gov,283-837-2730,segment4,Construction/Ag Equipment/Trucks,channel1,channel1,302
303,2022-07-28T08:16:49Z,303,Eudora Curnokk,ecurnokk8e@ovh.net,352-641-9599,segment4,n/a,channel1,channel1,303
304,2022-11-02T18:53:33Z,304,Brendon Begwell,bbegwell8f@blogtalkradio.com,827-903-6546,segment4,Other Specialty Stores,channel1,channel4,304
305,2022-07-22T08:21:08Z,305,Noel Gibben,ngibben8g@narod.ru,777-951-0685,segment3,Industrial Machinery/Components,channel1,channel1,305
306,2023-01-21T13:05:09Z,306,Kristy Haversum,khaversum8h@dmoz.org,724-535-7353,segment2,Containers/Packaging,channel5,channel2,306
307,2022-11-14T07:43:48Z,307,Lind Shakelade,lshakelade8i@gnu.org,337-660-6560,segment1,n/a,channel1,channel1,307
308,2023-01-19T03:23:28Z,308,Levy Badgers,lbadgers8j@etsy.com,766-861-7239,segment4,n/a,channel2,channel5,308
309,2022-03-02T06:52:23Z,309,Luigi McAvin,lmcavin8k@blogtalkradio.com,358-667-6170,segment2,Computer Manufacturing,channel4,channel5,309
310,2022-04-08T08:14:27Z,310,Francisca Gilliat,fgilliat8l@printfriendly.com,641-644-7471,segment1,n/a,channel5,channel5,310
311,2022-07-01T11:47:56Z,311,Melessa Antognetti,mantognetti8m@skyrock.com,797-586-6701,segment1,n/a,channel4,channel3,311
312,2022-05-18T15:19:39Z,312,Valina Balint,vbalint8n@mysql.com,400-479-2003,segment3,Advertising,channel2,channel5,312
313,2022-07-04T14:48:40Z,313,Gianni Whannel,gwhannel8o@buzzfeed.com,880-745-6213,segment1,Oil & Gas Production,channel5,channel4,313
314,2022-06-18T06:03:52Z,314,Allan McLagain,amclagain8p@dot.gov,314-175-8418,segment1,Natural Gas Distribution,channel2,channel1,314
315,2022-04-28T02:04:27Z,315,Jackie Sandwich,jsandwich8q@alibaba.com,865-236-3701,segment3,Major Pharmaceuticals,channel4,channel4,315
316,2022-03-25T07:32:24Z,316,Meredeth Dreakin,mdreakin8r@dion.ne.jp,314-512-5947,segment1,Investment Managers,channel1,channel5,316
317,2022-07-29T12:31:59Z,317,Teador Craufurd,tcraufurd8s@twitter.com,216-587-9106,segment3,Computer Manufacturing,channel3,channel1,317
318,2022-06-13T10:02:13Z,318,Melly Jarnell,mjarnell8t@mapquest.com,912-571-3722,segment2,Oil Refining/Marketing,channel5,channel3,318
319,2022-06-15T18:50:47Z,319,Sheryl Reeder,sreeder8u@mayoclinic.com,903-387-9287,segment3,EDP Services,channel3,channel2,319
320,2022-09-20T02:28:38Z,320,Heda Daelman,hdaelman8v@narod.ru,148-819-0690,segment3,Computer Software: Prepackaged Software,channel2,channel2,320
321,2022-05-14T08:34:19Z,321,Jesselyn Pountney,jpountney8w@ucoz.com,193-452-1300,segment1,Apparel,channel1,channel1,321
322,2022-07-06T15:58:54Z,322,Verna Strapp,vstrapp8x@alexa.com,527-328-5543,segment2,Consumer Electronics/Appliances,channel1,channel2,322
323,2023-01-22T00:14:42Z,323,Shandie Rizzardi,srizzardi8y@army.mil,684-760-8957,segment4,Major Banks,channel4,channel2,323
324,2022-07-28T11:36:43Z,324,Hube Lowerson,hlowerson8z@myspace.com,540-256-6868,segment1,Hospital/Nursing Management,channel3,channel1,324
325,2022-09-12T19:25:36Z,325,Charissa Fantin,cfantin90@chicagotribune.com,408-867-1830,segment4,Major Pharmaceuticals,channel2,channel4,325
326,2022-08-29T06:52:16Z,326,Merry Donaldson,mdonaldson91@biblegateway.com,825-775-4512,segment4,Major Banks,channel2,channel2,326
327,2023-02-21T19:33:09Z,327,Rudolph Geck,rgeck92@wsj.com,409-969-9930,segment2,n/a,channel3,channel5,327
328,2022-11-16T00:13:15Z,328,Riordan Lang,rlang93@youku.com,519-326-2703,segment2,Coal Mining,channel3,channel2,328
329,2022-03-13T13:11:16Z,329,Clementine Millions,cmillions94@tamu.edu,986-634-9713,segment2,Major Pharmaceuticals,channel2,channel3,329
330,2022-12-20T13:37:45Z,330,May Stockoe,mstockoe95@businesswire.com,663-137-6388,segment2,Business Services,channel1,channel4,330
331,2023-01-09T22:42:49Z,331,Whitney Blaisdell,wblaisdell96@list-manage.com,847-189-1692,segment1,Business Services,channel1,channel2,331
332,2022-10-04T17:55:40Z,332,Augustine Dallander,adallander97@oaic.gov.au,945-197-4613,segment3,n/a,channel4,channel1,332
333,2022-10-15T02:39:54Z,333,Thadeus Marland,tmarland98@chicagotribune.com,597-500-3458,segment4,n/a,channel1,channel4,333
334,2022-11-21T02:58:37Z,334,Terencio Whopples,twhopples99@zdnet.com,944-823-8857,segment4,n/a,channel2,channel2,334
335,2022-11-10T04:43:01Z,335,Tammie Leimster,tleimster9a@irs.gov,574-244-0999,segment1,Aerospace,channel1,channel1,335
336,2023-01-14T23:36:14Z,336,Noak Gentery,ngentery9b@theatlantic.com,712-892-5065,segment3,Major Banks,channel3,channel3,336
337,2022-05-08T03:00:00Z,337,Margret Dowdell,mdowdell9c@oracle.com,223-243-2164,segment1,n/a,channel4,channel1,337
338,2022-09-25T10:40:13Z,338,Rosco Dulake,rdulake9d@about.me,186-256-3900,segment1,Real Estate Investment Trusts,channel1,channel5,338
339,2022-12-31T15:59:22Z,339,Gray Evason,gevason9e@jiathis.com,979-547-5819,segment1,Business Services,channel1,channel3,339
340,2022-10-11T12:10:11Z,340,Giffy Anderbrugge,ganderbrugge9f@chron.com,538-695-4629,segment2,Packaged Foods,channel4,channel4,340
341,2022-06-07T20:23:13Z,341,Greta Millen,gmillen9g@scientificamerican.com,128-908-8060,segment3,Marine Transportation,channel4,channel4,341
342,2022-08-22T08:44:12Z,342,Merwin Koppeck,mkoppeck9h@google.com.br,710-221-6400,segment2,n/a,channel5,channel3,342
343,2022-11-08T10:49:37Z,343,Chlo Wilacot,cwilacot9i@de.vu,800-835-9711,segment4,Beverages (Production/Distribution),channel5,channel3,343
344,2022-07-16T07:43:30Z,344,Ker Dymock,kdymock9j@plala.or.jp,133-551-1469,segment4,n/a,channel4,channel2,344
345,2022-09-13T22:30:42Z,345,Malina Strathearn,mstrathearn9k@huffingtonpost.com,921-907-1308,segment1,Investment Bankers/Brokers/Service,channel1,channel1,345
346,2022-11-26T04:44:02Z,346,Anne-corinne Mawman,amawman9l@storify.com,632-231-1968,segment3,Marine Transportation,channel1,channel5,346
347,2022-08-08T14:09:09Z,347,Kurt Woollin,kwoollin9m@symantec.com,859-757-1617,segment2,Forest Products,channel4,channel3,347
348,2022-11-27T21:20:11Z,348,Greggory Taynton,gtaynton9n@latimes.com,123-446-3208,segment3,n/a,channel1,channel1,348
349,2022-06-11T19:04:27Z,349,Murray Menauteau,mmenauteau9o@buzzfeed.com,986-737-3992,segment2,Major Pharmaceuticals,channel1,channel5,349
350,2022-04-24T16:26:53Z,350,Major Bummfrey,mbummfrey9p@imageshack.us,992-830-9791,segment2,Agricultural Chemicals,channel3,channel4,350
351,2022-09-03T15:31:40Z,351,Shaylynn Ubsdale,subsdale9q@theglobeandmail.com,958-793-6003,segment2,Natural Gas Distribution,channel3,channel3,351
352,2023-01-05T11:05:09Z,352,Fiona Crisford,fcrisford9r@gizmodo.com,465-732-5108,segment4,n/a,channel2,channel4,352
353,2022-12-12T17:59:32Z,353,Helge Stallebrass,hstallebrass9s@google.es,527-133-9824,segment1,Consumer Electronics/Appliances,channel1,channel5,353
354,2022-05-13T21:55:35Z,354,Morty Larciere,mlarciere9t@ow.ly,337-692-9512,segment4,Investment Managers,channel2,channel2,354
355,2022-05-28T09:13:33Z,355,Cece Klimochkin,cklimochkin9u@flickr.com,191-640-4459,segment4,Oilfield Services/Equipment,channel1,channel3,355
356,2022-07-13T03:34:59Z,356,Brig Kirvin,bkirvin9v@imdb.com,689-599-7445,segment3,Major Pharmaceuticals,channel1,channel2,356
357,2023-02-08T00:33:59Z,357,Morissa Puckham,mpuckham9w@go.com,192-625-8917,segment4,Banks,channel1,channel4,357
358,2022-05-10T21:22:35Z,358,Stevana Dyzart,sdyzart9x@imgur.com,948-592-8305,segment4,Beverages (Production/Distribution),channel5,channel4,358
359,2022-10-30T17:26:17Z,359,Esteban Maloney,emaloney9y@artisteer.com,532-260-2924,segment2,Major Pharmaceuticals,channel3,channel4,359
360,2022-11-05T08:41:43Z,360,Eilis Ravenshaw,eravenshaw9z@springer.com,680-172-6796,segment4,Electric Utilities: Central,channel5,channel1,360
361,2022-03-27T02:09:42Z,361,Colby Streeton,cstreetona0@mozilla.com,300-558-1816,segment4,Computer Software: Prepackaged Software,channel1,channel3,361
362,2023-01-15T06:09:03Z,362,Yetty Gatling,ygatlinga1@blogs.com,525-829-0601,segment3,Telecommunications Equipment,channel1,channel5,362
363,2023-01-10T14:19:28Z,363,Merl Petegree,mpetegreea2@bizjournals.com,277-944-8193,segment2,Precious Metals,channel4,channel1,363
364,2023-02-03T20:14:18Z,364,Devonna Tingle,dtinglea3@booking.com,841-504-4623,segment3,Radio And Television Broadcasting And Communications Equipment,channel2,channel2,364
365,2022-06-02T03:41:15Z,365,Alma Lapthorn,alapthorna4@goo.gl,507-801-1444,segment2,Agricultural Chemicals,channel1,channel4,365
366,2022-04-16T04:56:27Z,366,Valentino Brilon,vbrilona5@buzzfeed.com,207-727-1702,segment2,n/a,channel5,channel1,366
367,2022-05-03T23:37:08Z,367,Shane Halsworth,shalswortha6@un.org,918-771-8252,segment1,Biotechnology: Electromedical & Electrotherapeutic Apparatus,channel4,channel4,367
368,2022-04-15T16:55:58Z,368,Ulrika O'Haire,uohairea7@fda.gov,808-328-3477,segment4,Department/Specialty Retail Stores,channel5,channel5,368
369,2022-09-05T13:36:57Z,369,Forrest Dorrity,fdorritya8@deviantart.com,360-188-4122,segment1,Major Pharmaceuticals,channel3,channel3,369
370,2022-06-30T11:45:46Z,370,Griffie Southerns,gsouthernsa9@icio.us,507-815-1698,segment3,Electrical Products,channel4,channel2,370
371,2022-07-14T06:23:01Z,371,Mayer Quarrington,mquarringtonaa@phoca.cz,160-760-9708,segment3,n/a,channel4,channel4,371
372,2022-10-10T13:11:26Z,372,Maddy Axton,maxtonab@cpanel.net,133-286-1088,segment4,Radio And Television Broadcasting And Communications Equipment,channel5,channel3,372
373,2023-02-06T05:47:48Z,373,Clarette D'Andrea,cdandreaac@vimeo.com,345-262-5608,segment1,Catalog/Specialty Distribution,channel1,channel5,373
374,2022-09-03T04:38:27Z,374,Korella Brudenell,kbrudenellad@alexa.com,334-118-0248,segment4,n/a,channel2,channel3,374
375,2023-02-21T20:55:49Z,375,Shea Fleckness,sflecknessae@buzzfeed.com,941-591-0335,segment3,Medical/Dental Instruments,channel1,channel4,375
376,2022-05-21T02:50:38Z,376,Whitby Dinnington,wdinningtonaf@dot.gov,424-466-4079,segment2,Major Banks,channel5,channel2,376
377,2022-05-25T11:09:15Z,377,Lynna Bembridge,lbembridgeag@goo.gl,668-579-9562,segment3,Natural Gas Distribution,channel2,channel5,377
378,2022-02-27T11:41:34Z,378,Gertrud Haliday,ghalidayah@cbslocal.com,441-254-0318,segment2,Marine Transportation,channel3,channel2,378
379,2022-07-01T16:30:32Z,379,Dulce De Zuani,ddeai@github.io,989-242-5802,segment3,Office Equipment/Supplies/Services,channel1,channel3,379
380,2023-01-24T16:59:20Z,380,Robby Tewkesberry,rtewkesberryaj@fda.gov,364-732-2448,segment2,Natural Gas Distribution,channel4,channel1,380
381,2022-03-17T14:59:29Z,381,Jefferson Darwent,jdarwentak@reddit.com,766-458-1842,segment4,Industrial Specialties,channel3,channel1,381
382,2023-01-29T12:24:27Z,382,Clerissa Petteford,cpettefordal@cbsnews.com,950-208-0553,segment3,n/a,channel3,channel1,382
383,2022-06-16T07:44:25Z,383,Maxwell Yu,myuam@unc.edu,502-642-9563,segment4,Major Pharmaceuticals,channel5,channel1,383
384,2022-07-27T08:22:12Z,384,Valma Bescoby,vbescobyan@timesonline.co.uk,999-599-9517,segment3,Aerospace,channel2,channel3,384
385,2022-05-30T10:43:18Z,385,Filippo Devereu,fdevereuao@themeforest.net,498-839-0899,segment4,RETAIL: Building Materials,channel2,channel1,385
386,2022-11-19T00:43:19Z,386,Merrily Androli,mandroliap@gov.uk,684-149-6016,segment4,Biotechnology: In Vitro & In Vivo Diagnostic Substances,channel3,channel3,386
